RegionName,StateName,SizeRank,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30
Santa Maria,CA,124,2289.4638148369045,2298.7496353491806,2293.0700745255235,2271.347611992304,2282.8026896000006,2316.164130465974,2362.8658883546477,2362.2415101031106,2359.9389688231604,2362.473323340035,2385.5470330822745,2420.144671707468,2427.143145522953,2454.8004534351426,2485.1185438044263,2540.0201594261907,2586.618683495305,2616.452736141457,2686.79877709143,2749.144431066612,2838.6342017666625,2866.607874577133,2939.1209709435616,2969.1136127692157,2981.3825253930363,2971.6771171302385,3005.007660456941,3092.643240016754,3139.587617619761,3177.0835117911324,3160.8778519625057,3191.1831600112187,3192.779710514608,3209.552787473734,3201.718069251644,3169.395619586954,3206.6830779414427,3198.7185271200296,3216.5127789140565,3169.2793718044927,3191.4122249776265,3209.8515323085007,3245.2960621797038,3252.7192042644674,3299.368910392232,3330.001634661007,3319.3085230400266,3288.313978420981,3239.168098126297,3250.6041985902443,3232.6856806232367,3296.0336550321845,3325.2731846400425,3376.961042311661
Salinas,CA,125,2016.8908692347884,2014.0966824005848,2014.064355182644,2019.047371575925,2023.6265814522308,2028.6811394276947,2041.4501073122835,2055.856456536937,2074.6472032732872,2092.640024801855,2115.985264831014,2121.399893818756,2111.311199997781,2106.7692855908235,2118.442597410003,2133.7525773925745,2162.321825364037,2172.3058392284665,2205.275530545164,2227.560052048072,2273.5994467857927,2285.185744277852,2300.8507957547818,2301.6073358338717,2334.417551572483,2328.7726971809225,2330.585316326258,2337.852779878793,2381.831469336824,2426.543658961993,2439.0733457587453,2442.116530611487,2451.65759085466,2461.02516820209,2457.862714288212,2478.5971845111694,2492.8174690317246,2518.5535479508844,2492.17462472268,2478.625529181714,2480.380236897723,2504.831897479934,2546.038214549431,2564.60212703992,2579.087681657328,2577.307993368058,2557.889358017911,2559.627680069535,2559.334086693741,2608.342499252124,2619.3418567892213,2628.6730279957137,2622.6162983282843,2621.644787449914
Salem,OR,126,1226.3946620633162,1238.3534966149134,1246.63663701805,1247.2696918300312,1245.059239541646,1251.0344534517944,1263.778226821751,1275.5241828153942,1280.4855697857377,1286.67237293045,1296.6436109663157,1300.3583736324877,1303.7939750077203,1314.7087452048129,1338.046127608197,1348.1525711264103,1368.250094767871,1380.9312891750633,1416.3098967738854,1439.2286507328934,1461.630880803484,1470.2355424539433,1476.157041608208,1471.998869132654,1466.0382931258316,1470.5010920044583,1486.7425992280305,1511.8576814659325,1536.181983561397,1563.357341840866,1595.1594065565555,1612.5238326932997,1635.1152160275512,1640.4675165291062,1628.6602096770025,1613.122317698283,1610.7199185510613,1622.5166184917173,1628.5922845271416,1631.6209369314274,1633.3959379289442,1637.3648571431138,1645.703601205015,1656.9869750821256,1673.6751949795466,1674.1361171327335,1664.7302499238783,1665.1377459818714,1658.9689570875264,1659.5285879350834,1653.5385129944664,1660.0750447935568,1673.949382442842,1681.4306224004752
Mobile,AL,127,900.8930967923034,900.1387960241512,900.9320174704438,904.7677478943044,909.4596691896425,908.6670115553558,916.692668191494,922.9742953590192,926.2920725062058,921.9703760196644,931.5198963691182,936.8976550624196,947.154696549508,950.9006463981358,962.5147326977212,984.2855003949388,1003.9137588664876,1027.3833056151502,1040.8230957940775,1067.9079703167486,1088.25870300813,1101.925364458897,1087.442779399872,1080.0550187630615,1076.9876313539555,1082.3822728711773,1095.5811850165292,1106.426786369224,1124.8628763619697,1132.552214000417,1147.956116787634,1168.5453679907728,1185.0095353510353,1190.0030684656035,1191.523465817383,1183.8080376744076,1187.128425887568,1197.3428941958286,1208.4562709120837,1227.5924480185306,1229.0419379736932,1253.2572858252954,1252.3042310512717,1273.1193256197023,1284.488903449857,1304.8560170840535,1307.7308089651256,1300.084776610132,1297.8677241507312,1288.1206412746244,1291.2576868569631,1295.4239881843057,1309.914325982474,1321.236938349007
Reading,PA,128,911.4783400538022,908.042581799212,913.6882564909652,917.5587738236896,933.2989811936808,948.3087795117848,961.3412643620696,972.9474292054648,978.5833800747672,985.0197440502062,985.0766629335428,989.521316481485,1005.1551854887008,1004.627151020085,1016.9660562885706,1029.2932642504768,1054.3491219269686,1077.7039115657865,1097.066322961589,1108.076236881497,1111.6384369350662,1106.301142415015,1110.8328327114566,1119.3971193483155,1123.404049272364,1133.1367121542287,1144.805826084266,1159.6728789790525,1168.3885851540815,1171.7355679955851,1184.987126086039,1201.0252229594043,1231.525944612258,1250.256712859489,1248.6691524577666,1225.9344476113056,1233.1151468119103,1236.0986580276474,1272.8373207878517,1290.7498278370335,1324.6882658386005,1319.1936542443652,1314.575439023229,1313.9191054696946,1311.7176830752076,1321.1828181673168,1323.7524756108226,1327.9537035901085,1296.467688275509,1317.6667455227296,1346.033836816397,1395.1175322131342,1411.1816373838642,1411.049019607843
Corpus Christi,TX,129,1116.3717789361465,1126.6675129016796,1130.7231884319783,1129.1156425984068,1120.7695617335537,1133.5063840129708,1148.0400167164346,1168.3493960533574,1172.9800638436795,1171.7519794433704,1167.9669414346592,1164.017325700633,1159.328764840333,1158.7907347177454,1176.4323353739348,1201.2438358877594,1221.3003833800367,1243.0573975577593,1266.5679115542366,1296.3213938654717,1297.6888886013385,1292.9882856872666,1286.5567351453803,1288.3932561202096,1286.6423837796958,1286.4391216325307,1289.1988320874736,1302.7483526758847,1317.8208602287266,1334.1631115401633,1336.2100219713218,1339.69961857781,1333.7504681759349,1330.7502381692082,1314.8631538288716,1302.9130965441464,1301.527900182465,1309.541233187886,1322.4733386677858,1341.3912010197837,1358.6816932220213,1367.9940536278173,1359.4840617157029,1356.8770313544812,1353.5009875744015,1357.4854944508045,1342.8051918927226,1335.3909525343793,1332.4351651317693,1342.8261044138942,1351.947084139725,1356.3287248548916,1363.5560965968918,1364.8353171344804
Brownsville,TX,130,935.6625619117214,940.3276641012304,952.3780016841508,952.2815410613356,955.0754029775022,964.2090685262827,977.244536188044,990.2202540786112,985.7693104085984,992.1324243392208,988.8567681026487,998.1110475080465,993.3830453194968,1002.874259000235,1008.956245183054,1021.0197454873528,1025.9667379412929,1042.4146695299985,1065.564814042267,1080.1961805481435,1081.7630335472986,1082.8299177277918,1095.1725395661383,1104.4431400267536,1119.0020388425903,1118.7230957591833,1126.6649723690095,1129.9845403663353,1141.1653160582691,1155.111635591911,1159.4181851939195,1172.3219987731704,1185.701334765962,1196.166421480852,1205.9333946550105,1227.0177486838113,1246.0636673270362,1253.6440043925925,1230.4171885177775,1232.9270072389174,1223.116128440882,1232.8778136817714,1236.1627539338003,1265.1765739856376,1274.3514449740996,1275.0842198297146,1260.2881242973483,1266.3913841212957,1276.4350104837856,1284.6654377615505,1295.4903155369534,1298.6509323840469,1317.571074472903,1317.8998682476945
Manchester,NH,131,1434.055070702119,1432.3783962545474,1431.0326629978106,1433.609791488277,1437.0241379524966,1439.0154173301034,1448.263390827151,1454.9052094200931,1472.8912607018983,1494.472387077973,1505.8601038134027,1526.8259212742148,1536.0518302362216,1554.4262458505716,1550.295780809684,1568.9064084201816,1594.7289666487063,1633.1722605769455,1666.6581353401064,1710.882217031479,1741.5285877264323,1760.0937198173876,1752.3992735239672,1756.5995397615495,1777.077040095848,1813.078365426244,1839.744787289511,1856.175773438069,1866.0261867631764,1874.602790137241,1881.927954071516,1890.166713575048,1899.3141760261692,1899.738750565236,1897.502512902326,1891.958177139861,1916.359961421701,1937.4045692789568,1961.2938931034864,1966.945004699723,1984.28039989974,1990.1869446317255,2001.7063696931011,2001.641917364636,2031.756429033907,2023.3378492661184,2028.1788986217805,2008.559500785996,2020.4787421393644,2022.5579696510235,2025.6740861424605,2040.6892771006087,2054.015948523125,2073.910813579163
Fort Wayne,IN,132,897.1364890158759,899.7761890704875,907.2830391211372,908.0934922747308,914.2022217187988,916.9376821514822,930.555444951946,943.5648775335292,950.84632251144,953.831443929585,956.0050125765396,958.1363865744572,959.434684015446,956.6256230348548,958.8602045711189,973.4409141669248,997.6665920145952,1023.618599053704,1036.9656683746107,1050.383148305932,1062.861732437063,1077.3142736531702,1086.9013306510903,1094.7773227055363,1105.69394397438,1119.2790618524955,1137.4692921159765,1156.3878649627443,1171.2942147091112,1180.7086861420091,1180.5379654175422,1184.745433238877,1188.270158137278,1190.9527993508525,1188.0078013672576,1187.5775840198455,1188.6158118631536,1192.6703712010687,1193.9352149317374,1205.5172619467746,1210.468492068474,1217.490068676928,1210.3430343216269,1212.7148139221206,1224.052567758478,1242.1680683164084,1245.3469937710963,1244.6236338025062,1246.917893481187,1247.7568621382738,1251.7979583085007,1256.2524904635093,1265.0409394321289,1276.4829424307036
Gulfport,MS,133,984.6355201329012,995.3090789188756,997.7326768948844,1013.594586773979,1013.9307457598914,1028.5727066414736,1036.2621113365387,1052.2128248567265,1062.4491549971412,1070.6216547078789,1053.6116703008652,1043.7427887021177,1043.6424042565063,1060.580240004855,1061.7777945363891,1074.8431749113,1097.7266742272268,1129.9010976580437,1145.9717186193047,1165.3070866229632,1188.0921097392563,1204.908535777065,1220.4394462401042,1233.2670035531655,1243.692564079529,1244.234926312388,1231.662052053048,1235.0787989208634,1245.4215414478354,1258.1662089920103,1260.963439718022,1285.5272755626042,1312.1224043912066,1324.3710691303156,1313.9619634853632,1315.7581022844054,1312.6666687113177,1304.4262322466411,1306.4923247288968,1335.8925626392663,1367.5292020679774,1375.1102647074902,1364.4099395169414,1374.246653450993,1387.503182200451,1404.3947780822382,1393.6348173687625,1383.040643096654,1385.5914840850774,1384.9565119529002,1405.6702845064349,1401.8314571844312,1421.4428617993617,1416.3041227881656
Salisbury,DE,134,1398.6842480482728,1391.622448918915,1396.782134695789,1381.2177474855846,1389.937455349319,1395.1656823777494,1422.643283823436,1440.2963664004812,1433.7250666127886,1435.5990598018232,1412.895933413306,1433.6988039397468,1442.353005069992,1473.028253706422,1510.251411790217,1565.343035167865,1600.6937063026455,1648.6270652670153,1658.6382383614978,1680.952787818354,1654.585246476834,1647.5542632169927,1636.1042807552174,1647.0154101234318,1673.0450393579458,1703.750692642297,1717.1043200011902,1737.99676976797,1771.8599059017774,1804.603146148175,1814.3372472294448,1828.1844489415816,1816.871504938144,1807.911107343848,1784.7274105153094,1778.0870513619627,1787.8233686950734,1797.9317324691772,1831.342475223729,1867.7149968429192,1876.5505430597536,1878.1331716380373,1878.470759686112,1900.7586610066023,1899.2358773594,1878.3470499821376,1823.2070747166651,1823.082322447125,1841.40042497894,1896.373087050735,1890.5556418387664,1904.3941267922823,1903.218818862536,1928.090516145436
Flint,MI,135,740.0892484174883,742.0613962860283,749.0771616429785,756.7737971266308,770.6600329296042,774.8126699818827,768.2430346483957,764.577157303478,768.675418564228,778.7260658466487,793.2799891132194,797.276121360403,802.8729659372983,805.584652552338,813.4054252740898,825.2406679725474,843.6110982183275,845.2583141942149,863.0135941636502,867.7572339182392,891.4810890293868,899.5777792560336,909.8571094307226,898.9887144019295,898.8924603008151,897.78432172613,925.2201040080944,937.6635695319908,953.3710870503132,959.1263802269716,965.707128349012,965.7726283035176,958.9954725667787,957.3249276677044,957.7159428820042,954.9510287952714,948.328309061392,937.0237596767688,932.9745563166211,928.5835950139084,942.0677522724324,945.3318014954192,957.4163103360032,962.057195076791,980.6169430303936,987.3093171245814,988.3613949968312,980.0362989689336,979.3933256810316,989.7015552632924,1006.6231330971724,1013.0680619453342,1027.052990340255,1033.9014492753622
Peoria,IL,136,750.9010610238299,754.6990827760598,760.19193519363,762.7200775282683,773.6746250423423,772.9600473429686,775.9846689849728,782.9888241003049,787.8819209523606,795.11913875316,790.7055555142183,793.6413506496101,795.3222818497943,792.2875778563044,802.337948508754,802.3665344768986,818.0287759064015,818.4079296126698,831.1859111382688,838.5242376832225,847.990423826834,861.277934308664,858.7873425544157,857.3378521407308,847.1103824349938,864.6231548771085,878.0504782215004,889.6362872697008,893.0616908291536,904.192281412992,925.0173770571162,930.3451376582371,922.9559570425688,910.1400725325384,913.1259545575308,927.6995494777802,939.1226108011068,937.121254132641,949.9976884007012,961.491272164727,977.2104738282616,971.492840465991,979.5419151636042,990.9143827332488,1015.9244573479212,1022.6992493864188,1023.4470803665856,1022.9870259824722,1042.231687795032,1063.4012244905675,1070.5524312134037,1071.8083230125085,1063.1791288857455,1062.299278499279
Canton,OH,137,750.4828472277383,751.3936486940105,761.6563905478,767.7953258824922,775.1878175486967,775.2292047996598,781.1724461881437,783.2514033956221,791.5259986547248,795.0774791769179,793.5798147928557,800.7985176889571,803.9418584697912,814.580033767156,820.2001021070887,823.7661383409838,831.5591296275165,833.5485929962488,841.5655705762375,854.4778364606838,860.6258667745478,870.7882052286639,874.6403727883403,879.4254024946233,880.3467552028366,876.8737132366766,894.7968870937427,908.2870543454504,927.7881663401096,935.577573194886,952.7169717455698,957.4448264851992,964.9723849737768,962.1300787808264,970.636282713508,970.381468390737,976.144166457753,974.9521828430128,980.2858376363642,984.6409634956868,990.647355274002,999.5746548909344,1001.8085226921528,1009.0191571456508,1008.1768436046264,1022.5959851770658,1024.0872566562125,1046.461761812547,1046.0289578910956,1061.689366123235,1053.0631941218112,1063.0362703762723,1071.261018673964,1077.444339025933
Savannah,GA,138,1261.1879396616694,1273.2949375529208,1294.1576567482352,1293.0772369079525,1285.598698836597,1273.438147673358,1281.4871647628868,1292.5667477933646,1297.1208571813925,1298.5788652249776,1305.2533166549276,1306.6821244722,1310.2293310076604,1317.129894622083,1336.731313609388,1363.627416768387,1396.820305053996,1436.0730567172147,1476.11940854135,1521.2240509727526,1549.4334547827357,1565.5527033707472,1562.5581900863433,1577.423488120047,1599.2529580863384,1628.215921307704,1644.682334885572,1670.5749599879198,1701.4715033272678,1738.1274078308893,1771.629019518822,1793.7817683521955,1793.3328154413316,1784.757215046983,1774.1248012601934,1786.992495650384,1791.4047123196274,1794.816994095874,1798.4988699742191,1815.6827802976557,1831.199391154204,1842.4912802407528,1848.4324407117497,1855.40604673263,1865.94247375688,1855.3485631797023,1859.593913149538,1863.3723735127835,1881.1700077716573,1884.949274004444,1888.901027820233,1894.190546855133,1908.08729897487,1914.091991294968
Anchorage,AK,139,1297.3093052670592,1299.7118917751402,1307.4512690051504,1305.2892764346236,1313.5686556208443,1313.7471060707055,1322.0023379794409,1325.16331578261,1335.1603421312288,1342.1579929941386,1349.5726002638205,1350.0206946419878,1346.6735457947875,1340.109657024947,1338.9998332656817,1346.764818276038,1363.1381186236486,1387.7282067607716,1411.3144322600886,1433.7207345774532,1443.9732059054804,1447.0305130948732,1435.689225629157,1427.605299748892,1433.0869377645065,1449.871104273247,1479.3699110124094,1503.0520143485346,1525.8573259693785,1542.5268966189549,1570.4526544933665,1577.25112934219,1581.0556863798497,1574.0189240971715,1576.3166178703711,1576.7515941592687,1569.107597791946,1588.525036593749,1592.489394649002,1616.0325228371223,1631.5840670528298,1655.0306267258932,1669.0365846066002,1675.4520514553658,1681.691153030346,1678.968796678544,1673.6374117119697,1672.0095037844835,1671.8352634293683,1674.66786405514,1681.4567268672256,1696.6637778060715,1702.7251332592498,1719.5438514144396
Beaumont,TX,140,918.0659641763748,917.1539249675604,926.1198816214666,933.8928374744644,944.6150566276476,944.2835852314516,945.9456719494472,942.9153929221508,943.8625660008476,945.4761161558728,944.4537243509324,943.2044407641184,947.712719880121,956.7022455430896,969.9807965757273,975.555067154084,973.7915082949902,977.656006354858,982.0217603942688,989.1008183759908,991.84270137852,992.0318274522692,1001.6049146051016,1007.0122625367688,1017.6080561839224,1021.4705570114996,1024.0459597269023,1018.7822211628044,1021.4584197180698,1024.5695424446342,1036.0446370553366,1045.6892990244305,1049.652262619361,1055.5914319320805,1055.0373429291112,1057.707238725309,1052.784243734848,1052.6451618741046,1046.4102207973829,1054.4449735818876,1054.1952988273868,1058.3835511730856,1065.35247032407,1072.214050046731,1086.351248451483,1091.9105570774598,1090.2077979782516,1092.794819207509,1101.038318448029,1113.768115497505,1119.9424343480598,1112.4371791557635,1118.0006731350536,1126.8263285024154
Shreveport,LA,141,1024.974869854707,1022.54638462604,1026.1691155763117,1024.8304479787353,1031.216368837965,1044.263383186846,1061.3282121148634,1079.607149854647,1085.226203231413,1080.9912722612971,1076.160841883851,1073.9798972242347,1077.5389284480382,1077.5394350090592,1077.2003396934722,1081.200449507767,1091.9375195623104,1110.163872337645,1134.0971333348457,1157.0660650757743,1170.1965753704908,1188.7299982444558,1189.5848041724632,1190.4326851020307,1173.7221695640728,1170.9484181389587,1169.9099759264602,1175.3053604129072,1191.1014459211106,1204.1818004673137,1222.6620744586144,1225.4352702487129,1227.329320945466,1231.3245713936708,1221.0468128309017,1224.9525246327398,1222.3252324777166,1235.1171052296534,1242.101348906315,1257.4249938069966,1265.4903129975214,1272.6500187986492,1268.5468802462287,1273.4581321709156,1275.510310772857,1275.6836075626031,1269.4094262872595,1261.493632994973,1264.1506507944014,1274.8859376242992,1286.1748885734028,1292.9973512040158,1295.5625853941076,1303.268767306742
Trenton,NJ,142,1825.805222512144,1826.6149879625505,1838.582049660486,1832.380668963225,1831.9705055286763,1836.2401501721613,1838.738630947237,1848.1774196729975,1856.011231911933,1870.906176726396,1878.7389818214451,1886.5038731476595,1892.2193327604384,1916.5644458109025,1928.8863427156828,1942.624577605752,1946.5528560283533,1962.185255132484,1984.382121590458,2010.7373512210447,2031.159390771192,2042.5116221878675,2069.241117942965,2098.783896516008,2119.4342677602126,2145.541816148611,2161.416536177896,2190.6867551551604,2203.115015545142,2228.2400752767758,2244.4513519203683,2254.778114311619,2261.387482096068,2265.660641918918,2280.708837867071,2292.497458092106,2298.683638271005,2295.2102876327667,2299.389650999979,2327.373164032214,2352.764536036282,2389.4874426389406,2414.109740529512,2418.3278828845723,2399.9718494548947,2423.7840663312363,2454.29262450562,2468.2182280397383,2456.9136325576605,2452.1493608135856,2466.150072911876,2464.24557602791,2476.976282796484,2490.143060716839
Montgomery,AL,143,996.7076072578644,1004.397668548994,1004.0233477028668,1003.4658251746318,1004.7244734713172,1008.692801972982,1017.3717514779004,1025.9861797304318,1028.793496341404,1033.9732378956817,1039.3727243988549,1051.9218126907294,1054.5720180848668,1056.4076308512088,1061.7478654427107,1071.998909153661,1092.6207005708943,1102.91021068753,1128.2467627805115,1143.914043137672,1156.725124834647,1167.2615736064351,1172.999247628716,1187.8889690258543,1191.38735133265,1200.1365739474309,1211.8390770893343,1227.3565414406432,1238.304958057162,1241.456425926791,1241.0654216368127,1244.9207655621117,1245.432892319263,1247.3921175521732,1242.0768587118366,1241.5666285027926,1239.849228666621,1248.905080812689,1265.8682136930488,1285.3311259779698,1290.0042829672382,1291.526201503106,1289.9724209120054,1296.7205792345494,1298.4036299286306,1304.374500250066,1301.3103676232467,1304.2148420554045,1317.22561580734,1330.789809521941,1344.583856170318,1345.7229965240606,1355.9986490065442,1356.2043034413828
Davenport,IL,144,796.8626655670392,799.5294533507497,808.0732740119556,812.2148405029022,813.2005871435821,816.8392255414753,821.5376808231237,832.5979597929801,827.6215689305037,828.7814480159706,823.6905761106557,828.1636402345273,828.3965441314953,838.3524843447976,841.1760630967966,850.6624043779506,851.247813583805,860.6398102761927,869.4885270748931,877.5636287364498,887.3840723308782,887.8467422208818,889.066949396486,889.7887918738683,893.7320839479727,894.547299852806,898.6736166208204,907.0600944067112,914.5731648983576,924.7758099579164,936.190025508118,947.5372867242633,955.3618732319908,947.73681883549,948.8952966531584,942.2247359078116,945.7892748376104,947.0591215969216,953.155350340486,961.8264654664596,969.8829552762608,967.0521224407806,963.7179557685624,954.4927409283644,956.4932652864547,964.2683123062434,978.3512555526012,976.9036050677364,977.2579638415796,979.5726924126812,995.707941797982,1006.5656628308192,1008.7318286757862,1016.7687051114808
Tallahassee,FL,145,1058.6896559663355,1062.5390015392986,1064.3309886764928,1071.3042047498636,1063.1475391951983,1066.951331861973,1063.3302850288346,1075.5319908337203,1079.110603747966,1088.972737099739,1093.8041628576252,1097.0098248103154,1095.649376680938,1097.3259147990198,1103.070527586466,1111.102969023291,1124.836591120246,1136.6525303185654,1164.4005960040874,1190.8530598039663,1216.99392681726,1233.0540264495294,1235.7748881067266,1261.429127684249,1268.7280574915608,1273.8873054219498,1276.7269598198568,1289.9393943463317,1318.4103008100872,1338.2229042749912,1358.6049513256328,1382.3036564612526,1398.3980251947842,1415.209087575004,1420.1817534317297,1420.9738860744176,1417.9748048109695,1422.038970944723,1423.753816559488,1437.960607134656,1442.6550249593463,1450.5586879670766,1452.9131762553627,1454.003209054251,1470.5535393283078,1478.3272954075453,1512.233316501271,1514.5189547241976,1521.405568324873,1510.9350897285149,1515.2376171147623,1514.9069083109223,1509.062664204508,1512.6430005668935
Eugene,OR,146,1279.2637494922585,1288.986033889165,1302.370280692682,1310.0126542945634,1307.020475985962,1312.556424178687,1313.5058434063249,1329.2892514630785,1336.380486499615,1346.977889212466,1346.5361056436504,1353.8145077192394,1359.2739279187756,1372.643655312641,1374.701094212615,1384.4746178926616,1403.510789027948,1437.4448544118,1463.7309782692455,1482.90182263854,1502.2453875819272,1524.509332848955,1529.16244006201,1521.534668494521,1519.1545995503327,1522.831671200693,1539.0904488593476,1566.6800327142255,1615.4567863325233,1652.9169570038523,1678.8752348712103,1681.1777756551892,1677.6376241202724,1674.7285400586654,1674.553008985245,1665.3436097686715,1657.9183890693016,1659.2746682532063,1666.1283481525438,1671.5486488357203,1677.094554850486,1699.6503006463165,1716.7748450394142,1723.6081038469404,1740.34373605816,1740.437151462236,1742.3782697280562,1718.0545363492297,1696.8679376721204,1707.6834957932904,1718.4665385776152,1752.294614729437,1766.6342859902056,1779.3440941306217
